provider,arm,probe_type,event,probe_id,rep,delay_s,prefix_tokens_target,t_iso,cache_creation,cache_read,input_tokens,latency_ms,est_cost_usd,note
anthropic,anthropic-5m,ttl,write,anthropic-5m-d3600-r2,2,3600,4832,2027-01-15T08:04:32+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d3600-r2,2,3600,4832,2027-01-15T08:04:34+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d3600-r2,2,3600,4832,2027-01-15T08:04:36+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d3600-r2,2,3600,4832,2027-01-15T08:04:38+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d7200-r2,2,7200,4832,2027-01-15T08:04:40+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d7200-r2,2,7200,4832,2027-01-15T08:04:42+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d7200-r2,2,7200,4832,2027-01-15T08:04:44+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d7200-r2,2,7200,4832,2027-01-15T08:04:46+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d30-r3,3,30,4832,2027-01-15T08:04:48+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d30-r3,3,30,4832,2027-01-15T08:04:50+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d30-r3,3,30,4832,2027-01-15T08:04:52+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d30-r3,3,30,4832,2027-01-15T08:04:54+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d120-r3,3,120,4832,2027-01-15T08:04:56+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d120-r3,3,120,4832,2027-01-15T08:04:58+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d120-r3,3,120,4832,2027-01-15T08:05:00+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d120-r3,3,120,4832,2027-01-15T08:05:02+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d240-r3,3,240,4832,2027-01-15T08:05:04+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d240-r3,3,240,4832,2027-01-15T08:05:06+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d240-r3,3,240,4832,2027-01-15T08:05:08+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
anthropic,anthropic-5m,ttl,read,anthropic-5m-d285-r0,0,285,4832,2027-01-15T08:05:09+00:00,0,4832,7,0.0,0.000490,d_act=285.0
openai,openai-inmem,ttl,write,openai-inmem-d240-r3,3,240,4832,2027-01-15T08:05:10+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
openai,openai-24h,ttl,read,openai-24h-d285-r0,0,285,4832,2027-01-15T08:05:11+00:00,0,4736,4840,0.0,0.001483,d_act=285.0
anthropic,anthropic-5m,ttl,write,anthropic-5m-d285-r3,3,285,4832,2027-01-15T08:05:12+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
anthropic,anthropic-1h,ttl,read,anthropic-1h-d285-r0,0,285,4832,2027-01-15T08:05:13+00:00,0,4832,7,0.0,0.000490,d_act=285.0
openai,openai-24h,ttl,write,openai-24h-d285-r3,3,285,4832,2027-01-15T08:05:14+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
openai,openai-inmem,ttl,read,openai-inmem-d285-r0,0,285,4832,2027-01-15T08:05:15+00:00,0,4736,4840,0.0,0.001483,d_act=285.0
anthropic,anthropic-1h,ttl,write,anthropic-1h-d285-r3,3,285,4832,2027-01-15T08:05:16+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
anthropic,anthropic-5m,ttl,read,anthropic-5m-d30-r3,3,30,4832,2027-01-15T08:05:18+00:00,0,4832,7,0.0,0.000490,d_act=30.0
openai,openai-inmem,ttl,write,openai-inmem-d285-r3,3,285,4832,2027-01-15T08:05:18+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,read,anthropic-5m-d120-r2,2,120,4832,2027-01-15T08:05:20+00:00,0,4832,7,0.0,0.000490,d_act=120.0
openai,openai-24h,ttl,read,openai-24h-d30-r3,3,30,4832,2027-01-15T08:05:20+00:00,0,4736,4840,0.0,0.001483,d_act=30.0
anthropic,anthropic-5m,ttl,write,anthropic-5m-d315-r3,3,315,4832,2027-01-15T08:05:20+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,read,openai-24h-d120-r2,2,120,4832,2027-01-15T08:05:22+00:00,0,4736,4840,0.0,0.001483,d_act=120.0
anthropic,anthropic-1h,ttl,read,anthropic-1h-d30-r3,3,30,4832,2027-01-15T08:05:22+00:00,0,4832,7,0.0,0.000490,d_act=30.0
openai,openai-24h,ttl,write,openai-24h-d315-r3,3,315,4832,2027-01-15T08:05:22+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,read,anthropic-1h-d120-r2,2,120,4832,2027-01-15T08:05:24+00:00,0,4832,7,0.0,0.000490,d_act=120.0
openai,openai-inmem,ttl,read,openai-inmem-d30-r3,3,30,4832,2027-01-15T08:05:24+00:00,0,4736,4840,0.0,0.001483,d_act=30.0
anthropic,anthropic-1h,ttl,write,anthropic-1h-d315-r3,3,315,4832,2027-01-15T08:05:24+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,read,openai-inmem-d120-r2,2,120,4832,2027-01-15T08:05:26+00:00,0,4736,4840,0.0,0.001483,d_act=120.0
openai,openai-inmem,ttl,write,openai-inmem-d315-r3,3,315,4832,2027-01-15T08:05:26+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d360-r3,3,360,4832,2027-01-15T08:05:28+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d360-r3,3,360,4832,2027-01-15T08:05:30+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d360-r3,3,360,4832,2027-01-15T08:05:32+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d360-r3,3,360,4832,2027-01-15T08:05:34+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d480-r3,3,480,4832,2027-01-15T08:05:36+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d480-r3,3,480,4832,2027-01-15T08:05:38+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d480-r3,3,480,4832,2027-01-15T08:05:40+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d480-r3,3,480,4832,2027-01-15T08:05:42+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d720-r3,3,720,4832,2027-01-15T08:05:44+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d720-r3,3,720,4832,2027-01-15T08:05:46+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,read,anthropic-5m-d315-r0,0,315,4832,2027-01-15T08:05:47+00:00,4832,0,7,0.0,0.006047,d_act=315.0
anthropic,anthropic-1h,ttl,write,anthropic-1h-d720-r3,3,720,4832,2027-01-15T08:05:48+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,read,openai-24h-d315-r0,0,315,4832,2027-01-15T08:05:49+00:00,0,4736,4840,0.0,0.001483,d_act=315.0
openai,openai-inmem,ttl,write,openai-inmem-d720-r3,3,720,4832,2027-01-15T08:05:50+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,read,anthropic-1h-d315-r0,0,315,4832,2027-01-15T08:05:51+00:00,0,4832,7,0.0,0.000490,d_act=315.0
anthropic,anthropic-5m,ttl,read,anthropic-5m-d240-r1,1,240,4832,2027-01-15T08:05:52+00:00,0,4832,7,0.0,0.000490,d_act=240.0
anthropic,anthropic-5m,ttl,write,anthropic-5m-d1200-r3,3,1200,4832,2027-01-15T08:05:52+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,read,openai-inmem-d315-r0,0,315,4832,2027-01-15T08:05:53+00:00,0,0,4840,0.0,0.002904,d_act=315.0
openai,openai-24h,ttl,read,openai-24h-d240-r1,1,240,4832,2027-01-15T08:05:54+00:00,0,4736,4840,0.0,0.001483,d_act=240.0
openai,openai-24h,ttl,write,openai-24h-d1200-r3,3,1200,4832,2027-01-15T08:05:54+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,read,anthropic-1h-d240-r1,1,240,4832,2027-01-15T08:05:56+00:00,0,4832,7,0.0,0.000490,d_act=240.0
anthropic,anthropic-1h,ttl,write,anthropic-1h-d1200-r3,3,1200,4832,2027-01-15T08:05:56+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,read,openai-inmem-d240-r1,1,240,4832,2027-01-15T08:05:58+00:00,0,4736,4840,0.0,0.001483,d_act=240.0
openai,openai-inmem,ttl,write,openai-inmem-d1200-r3,3,1200,4832,2027-01-15T08:05:58+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d2400-r3,3,2400,4832,2027-01-15T08:06:00+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d2400-r3,3,2400,4832,2027-01-15T08:06:02+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d2400-r3,3,2400,4832,2027-01-15T08:06:04+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d2400-r3,3,2400,4832,2027-01-15T08:06:06+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d3600-r3,3,3600,4832,2027-01-15T08:06:08+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d3600-r3,3,3600,4832,2027-01-15T08:06:10+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d3600-r3,3,3600,4832,2027-01-15T08:06:12+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d3600-r3,3,3600,4832,2027-01-15T08:06:14+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d7200-r3,3,7200,4832,2027-01-15T08:06:16+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d7200-r3,3,7200,4832,2027-01-15T08:06:18+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d7200-r3,3,7200,4832,2027-01-15T08:06:20+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d7200-r3,3,7200,4832,2027-01-15T08:06:22+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d30-r4,4,30,4832,2027-01-15T08:06:24+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d30-r4,4,30,4832,2027-01-15T08:06:26+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d30-r4,4,30,4832,2027-01-15T08:06:28+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d30-r4,4,30,4832,2027-01-15T08:06:30+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d120-r4,4,120,4832,2027-01-15T08:06:32+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d120-r4,4,120,4832,2027-01-15T08:06:34+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d120-r4,4,120,4832,2027-01-15T08:06:36+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d120-r4,4,120,4832,2027-01-15T08:06:38+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,read,anthropic-5m-d360-r0,0,360,4832,2027-01-15T08:06:40+00:00,4832,0,7,0.0,0.006047,d_act=360.0
anthropic,anthropic-5m,ttl,write,anthropic-5m-d240-r4,4,240,4832,2027-01-15T08:06:40+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,read,openai-24h-d360-r0,0,360,4832,2027-01-15T08:06:42+00:00,0,4736,4840,0.0,0.001483,d_act=360.0
openai,openai-24h,ttl,write,openai-24h-d240-r4,4,240,4832,2027-01-15T08:06:42+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,read,anthropic-1h-d360-r0,0,360,4832,2027-01-15T08:06:44+00:00,0,4832,7,0.0,0.000490,d_act=360.0
anthropic,anthropic-1h,ttl,write,anthropic-1h-d240-r4,4,240,4832,2027-01-15T08:06:44+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
anthropic,anthropic-5m,ttl,read,anthropic-5m-d285-r1,1,285,4832,2027-01-15T08:06:45+00:00,0,4832,7,0.0,0.000490,d_act=285.0
openai,openai-inmem,ttl,read,openai-inmem-d360-r0,0,360,4832,2027-01-15T08:06:46+00:00,0,0,4840,0.0,0.002904,d_act=360.0
openai,openai-inmem,ttl,write,openai-inmem-d240-r4,4,240,4832,2027-01-15T08:06:46+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
openai,openai-24h,ttl,read,openai-24h-d285-r1,1,285,4832,2027-01-15T08:06:47+00:00,0,4736,4840,0.0,0.001483,d_act=285.0
anthropic,anthropic-5m,ttl,write,anthropic-5m-d285-r4,4,285,4832,2027-01-15T08:06:48+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
anthropic,anthropic-1h,ttl,read,anthropic-1h-d285-r1,1,285,4832,2027-01-15T08:06:49+00:00,0,4832,7,0.0,0.000490,d_act=285.0
openai,openai-24h,ttl,write,openai-24h-d285-r4,4,285,4832,2027-01-15T08:06:50+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
openai,openai-inmem,ttl,read,openai-inmem-d285-r1,1,285,4832,2027-01-15T08:06:51+00:00,0,4736,4840,0.0,0.001483,d_act=285.0
anthropic,anthropic-1h,ttl,write,anthropic-1h-d285-r4,4,285,4832,2027-01-15T08:06:52+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
anthropic,anthropic-5m,ttl,read,anthropic-5m-d30-r4,4,30,4832,2027-01-15T08:06:54+00:00,0,4832,7,0.0,0.000490,d_act=30.0
openai,openai-inmem,ttl,write,openai-inmem-d285-r4,4,285,4832,2027-01-15T08:06:54+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,read,anthropic-5m-d120-r3,3,120,4832,2027-01-15T08:06:56+00:00,0,4832,7,0.0,0.000490,d_act=120.0
openai,openai-24h,ttl,read,openai-24h-d30-r4,4,30,4832,2027-01-15T08:06:56+00:00,0,4736,4840,0.0,0.001483,d_act=30.0
anthropic,anthropic-5m,ttl,write,anthropic-5m-d315-r4,4,315,4832,2027-01-15T08:06:56+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,read,openai-24h-d120-r3,3,120,4832,2027-01-15T08:06:58+00:00,0,4736,4840,0.0,0.001483,d_act=120.0
anthropic,anthropic-1h,ttl,read,anthropic-1h-d30-r4,4,30,4832,2027-01-15T08:06:58+00:00,0,4832,7,0.0,0.000490,d_act=30.0
openai,openai-24h,ttl,write,openai-24h-d315-r4,4,315,4832,2027-01-15T08:06:58+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,read,anthropic-1h-d120-r3,3,120,4832,2027-01-15T08:07:00+00:00,0,4832,7,0.0,0.000490,d_act=120.0
openai,openai-inmem,ttl,read,openai-inmem-d30-r4,4,30,4832,2027-01-15T08:07:00+00:00,0,4736,4840,0.0,0.001483,d_act=30.0
anthropic,anthropic-1h,ttl,write,anthropic-1h-d315-r4,4,315,4832,2027-01-15T08:07:00+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,read,openai-inmem-d120-r3,3,120,4832,2027-01-15T08:07:02+00:00,0,4736,4840,0.0,0.001483,d_act=120.0
openai,openai-inmem,ttl,write,openai-inmem-d315-r4,4,315,4832,2027-01-15T08:07:02+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d360-r4,4,360,4832,2027-01-15T08:07:04+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d360-r4,4,360,4832,2027-01-15T08:07:06+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d360-r4,4,360,4832,2027-01-15T08:07:08+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d360-r4,4,360,4832,2027-01-15T08:07:10+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d480-r4,4,480,4832,2027-01-15T08:07:12+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d480-r4,4,480,4832,2027-01-15T08:07:14+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d480-r4,4,480,4832,2027-01-15T08:07:16+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d480-r4,4,480,4832,2027-01-15T08:07:18+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d720-r4,4,720,4832,2027-01-15T08:07:20+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d720-r4,4,720,4832,2027-01-15T08:07:22+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,read,anthropic-5m-d315-r1,1,315,4832,2027-01-15T08:07:23+00:00,4832,0,7,0.0,0.006047,d_act=315.0
anthropic,anthropic-1h,ttl,write,anthropic-1h-d720-r4,4,720,4832,2027-01-15T08:07:24+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,read,openai-24h-d315-r1,1,315,4832,2027-01-15T08:07:25+00:00,0,4736,4840,0.0,0.001483,d_act=315.0
openai,openai-inmem,ttl,write,openai-inmem-d720-r4,4,720,4832,2027-01-15T08:07:26+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,read,anthropic-1h-d315-r1,1,315,4832,2027-01-15T08:07:27+00:00,0,4832,7,0.0,0.000490,d_act=315.0
anthropic,anthropic-5m,ttl,read,anthropic-5m-d240-r2,2,240,4832,2027-01-15T08:07:28+00:00,0,4832,7,0.0,0.000490,d_act=240.0
anthropic,anthropic-5m,ttl,write,anthropic-5m-d1200-r4,4,1200,4832,2027-01-15T08:07:28+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,read,openai-inmem-d315-r1,1,315,4832,2027-01-15T08:07:29+00:00,0,0,4840,0.0,0.002904,d_act=315.0
openai,openai-24h,ttl,read,openai-24h-d240-r2,2,240,4832,2027-01-15T08:07:30+00:00,0,4736,4840,0.0,0.001483,d_act=240.0
openai,openai-24h,ttl,write,openai-24h-d1200-r4,4,1200,4832,2027-01-15T08:07:30+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,read,anthropic-1h-d240-r2,2,240,4832,2027-01-15T08:07:32+00:00,0,4832,7,0.0,0.000490,d_act=240.0
anthropic,anthropic-1h,ttl,write,anthropic-1h-d1200-r4,4,1200,4832,2027-01-15T08:07:32+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,read,openai-inmem-d240-r2,2,240,4832,2027-01-15T08:07:34+00:00,0,4736,4840,0.0,0.001483,d_act=240.0
openai,openai-inmem,ttl,write,openai-inmem-d1200-r4,4,1200,4832,2027-01-15T08:07:34+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d2400-r4,4,2400,4832,2027-01-15T08:07:36+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d2400-r4,4,2400,4832,2027-01-15T08:07:38+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d2400-r4,4,2400,4832,2027-01-15T08:07:40+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d2400-r4,4,2400,4832,2027-01-15T08:07:42+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d3600-r4,4,3600,4832,2027-01-15T08:07:44+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d3600-r4,4,3600,4832,2027-01-15T08:07:46+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d3600-r4,4,3600,4832,2027-01-15T08:07:48+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d3600-r4,4,3600,4832,2027-01-15T08:07:50+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d7200-r4,4,7200,4832,2027-01-15T08:07:52+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d7200-r4,4,7200,4832,2027-01-15T08:07:54+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d7200-r4,4,7200,4832,2027-01-15T08:07:56+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d7200-r4,4,7200,4832,2027-01-15T08:07:58+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d30-r5,5,30,4832,2027-01-15T08:08:00+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d30-r5,5,30,4832,2027-01-15T08:08:02+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d30-r5,5,30,4832,2027-01-15T08:08:04+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d30-r5,5,30,4832,2027-01-15T08:08:06+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d120-r5,5,120,4832,2027-01-15T08:08:08+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d120-r5,5,120,4832,2027-01-15T08:08:10+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d120-r5,5,120,4832,2027-01-15T08:08:12+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d120-r5,5,120,4832,2027-01-15T08:08:14+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,read,anthropic-5m-d360-r1,1,360,4832,2027-01-15T08:08:16+00:00,4832,0,7,0.0,0.006047,d_act=360.0
anthropic,anthropic-5m,ttl,write,anthropic-5m-d240-r5,5,240,4832,2027-01-15T08:08:16+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,read,openai-24h-d360-r1,1,360,4832,2027-01-15T08:08:18+00:00,0,4736,4840,0.0,0.001483,d_act=360.0
openai,openai-24h,ttl,write,openai-24h-d240-r5,5,240,4832,2027-01-15T08:08:18+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,read,anthropic-1h-d360-r1,1,360,4832,2027-01-15T08:08:20+00:00,0,4832,7,0.0,0.000490,d_act=360.0
anthropic,anthropic-1h,ttl,write,anthropic-1h-d240-r5,5,240,4832,2027-01-15T08:08:20+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
anthropic,anthropic-5m,ttl,read,anthropic-5m-d285-r2,2,285,4832,2027-01-15T08:08:21+00:00,0,4832,7,0.0,0.000490,d_act=285.0
openai,openai-inmem,ttl,read,openai-inmem-d360-r1,1,360,4832,2027-01-15T08:08:22+00:00,0,0,4840,0.0,0.002904,d_act=360.0
openai,openai-inmem,ttl,write,openai-inmem-d240-r5,5,240,4832,2027-01-15T08:08:22+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
openai,openai-24h,ttl,read,openai-24h-d285-r2,2,285,4832,2027-01-15T08:08:23+00:00,0,4736,4840,0.0,0.001483,d_act=285.0
